movie_id,movie_name,genre,year,box_office,box_office_source,value_origin,amount_match_project2
tt0383694,Vera Drake,"Crime,Drama",2004,3775283,project_2_override,derived_from_db,True
tt0384537,Silent Hill,"Horror,Mystery",2006,46982632,project_2_override,derived_from_db,True
tt0384642,Kicking & Screaming,"Comedy,Family,Romance",2005,52842724,project_2_override,derived_from_db,True
tt0384680,The Weather Man,"Comedy,Drama",2005,12482775,project_2_override,derived_from_db,True
tt0384793,Accepted,Comedy,2006,36323505,project_2_override,derived_from_db,True
tt0384806,The Amityville Horror,Horror,2005,65233369,project_2_override,derived_from_db,True
tt0384814,Ask the Dust,"Drama,Romance",2006,743847,project_2_override,derived_from_db,True
tt0385002,Green Street Hooligans,"Crime,Drama,Sport",2005,346830,project_2_override,derived_from_db,True
tt0385004,House of Flying Daggers,"Action,Adventure,Drama",2004,11050094,project_2_override,derived_from_db,True
tt0385267,In Good Company,"Comedy,Drama,Romance",2004,45806659,project_2_override,derived_from_db,True
tt0385307,Miss Congeniality 2: Armed & Fabulous,"Action,Comedy,Crime",2005,48478006,project_2_override,derived_from_db,True
tt0385726,Glory Road,"Biography,Drama,Sport",2006,42647449,project_2_override,derived_from_db,True
tt0385752,The Golden Compass,"Adventure,Family,Fantasy",2007,70107728,project_2_override,derived_from_db,True
tt0385880,Monster House,"Animation,Comedy,Family",2006,73661010,project_2_override,derived_from_db,True
tt0385887,Motherless Brooklyn,"Crime,Drama,Mystery",2019,9277736,project_2_override,derived_from_db,True
tt0386140,The Legend of Zorro,"Action,Adventure,Drama",2005,46464023,project_2_override,derived_from_db,True
tt0386588,Hitch,"Comedy,Romance",2005,179495555,project_2_override,derived_from_db,True
tt0387059,Bee Season,"Drama,Family",2005,1180560,project_2_override,derived_from_db,True
tt0387596,Silmido,"Action,Drama",2003,298347,project_2_override,derived_from_db,True
tt0387808,Idiocracy,"Adventure,Comedy,Sci-Fi",2006,444093,project_2_override,derived_from_db,True
tt0387898,Caché,"Drama,Mystery,Thriller",2005,3647381,project_2_override,derived_from_db,True
tt0388125,In Her Shoes,"Comedy,Drama,Romance",2005,32880591,project_2_override,derived_from_db,True
tt0388482,Transporter 2,"Action,Thriller",2005,43095856,project_2_override,derived_from_db,True
tt0388888,Dig!,"Documentary,Music",2004,127067,project_2_override,derived_from_db,True
tt0388980,The Greatest Game Ever Played,"Biography,Drama,Sport",2005,15337393,project_2_override,derived_from_db,True
tt0389328,Rise: Blood Hunter,"Action,Crime,Horror",2007,114306,project_2_override,derived_from_db,True
tt0389557,Black Book,"Drama,Thriller,War",2006,4398532,project_2_override,derived_from_db,True
tt0389722,30 Days of Night,"Horror,Thriller",2007,39569000,project_2_override,derived_from_db,True
tt0389790,Bee Movie,"Adventure,Animation,Comedy",2007,126631277,project_2_override,derived_from_db,True
tt0389828,C.S.A.: The Confederate States of America,"Comedy,Drama,War",2004,672156,project_2_override,derived_from_db,True
tt0389860,Click,"Comedy,Drama,Fantasy",2006,137355633,project_2_override,derived_from_db,True
tt0390022,Friday Night Lights,"Action,Drama,Sport",2004,61255921,project_2_override,derived_from_db,True
tt0390221,Maria Full of Grace,"Crime,Drama",2004,6529624,project_2_override,derived_from_db,True
tt0390384,Primer,"Drama,Sci-Fi,Thriller",2004,424760,project_2_override,derived_from_db,True
tt0390521,Super Size Me,Documentary,2004,11536423,project_2_override,derived_from_db,True
tt0391024,Control Room,Documentary,2004,2589616,project_2_override,derived_from_db,True
tt0391198,The Grudge,"Horror,Mystery,Thriller",2004,110359362,project_2_override,derived_from_db,True
tt0393162,Coach Carter,"Biography,Drama,Sport",2005,67264877,project_2_override,derived_from_db,True
tt0393735,The Shaggy Dog,"Comedy,Family,Fantasy",2006,61123569,project_2_override,derived_from_db,True
tt0395169,Hotel Rwanda,"Biography,Drama,History",2004,23530892,project_2_override,derived_from_db,True
tt0395251,The Producers,"Comedy,Crime,Musical",2005,19398532,project_2_override,derived_from_db,True
tt0395584,The Devil's Rejects,"Crime,Drama,Horror",2005,17044981,project_2_override,derived_from_db,True
tt0395699,The Pacifier,"Action,Comedy,Drama",2005,113086868,project_2_override,derived_from_db,True
tt0396171,Perfume: The Story of a Murderer,"Crime,Drama,Fantasy",2006,2223293,project_2_override,derived_from_db,True
tt0396555,Meet the Robinsons,"Adventure,Animation,Comedy",2007,97822171,project_2_override,derived_from_db,True
tt0396652,Ice Princess,"Comedy,Drama,Family",2005,24402491,project_2_override,derived_from_db,True
tt0396752,Nanny McPhee,"Comedy,Family,Fantasy",2005,47144110,project_2_override,derived_from_db,True
tt0397065,House of Wax,"Horror,Thriller",2005,32064800,project_2_override,derived_from_db,True
tt0397078,Just My Luck,"Comedy,Fantasy,Romance",2006,17326650,project_2_override,derived_from_db,True
tt0397101,The Skeleton Key,"Drama,Horror,Mystery",2005,47907715,project_2_override,derived_from_db,True
tt0397313,Eight Below,"Adventure,Drama,Family",2006,81612565,project_2_override,derived_from_db,True
tt0397535,Memoirs of a Geisha,"Drama,Romance",2005,57490508,project_2_override,derived_from_db,True
tt0397892,Bolt,"Adventure,Animation,Comedy",2008,114053579,project_2_override,derived_from_db,True
tt0398165,The Longest Yard,"Comedy,Crime,Sport",2005,158119460,project_2_override,derived_from_db,True
tt0398375,Rumor Has It...,"Comedy,Drama,Romance",2005,43000262,project_2_override,derived_from_db,True
tt0398808,Bridge to Terabithia,"Drama,Family,Fantasy",2007,82272442,project_2_override,derived_from_db,True
tt0399146,A History of Violence,"Action,Crime,Drama",2005,31504633,project_2_override,derived_from_db,True
tt0399201,The Island,"Action,Sci-Fi,Thriller",2005,35818913,project_2_override,derived_from_db,True
tt0399295,Lord of War,"Crime,Drama",2005,24149632,project_2_override,derived_from_db,True
tt0400497,Herbie Fully Loaded,"Adventure,Comedy,Family",2005,66023816,project_2_override,derived_from_db,True
tt0400717,Open Season,"Adventure,Animation,Comedy",2006,85105259,project_2_override,derived_from_db,True
tt0401383,The Diving Bell and the Butterfly,"Biography,Drama",2007,6003227,project_2_override,derived_from_db,True
tt0401445,A Good Year,"Comedy,Drama,Romance",2006,7459300,project_2_override,derived_from_db,True
tt0401729,John Carter,"Action,Adventure,Sci-Fi",2012,73078100,project_2_override,derived_from_db,True
tt0401792,Sin City,"Crime,Thriller",2005,74103820,project_2_override,derived_from_db,True
tt0401855,Underworld: Evolution,"Action,Fantasy,Thriller",2006,62318875,project_2_override,derived_from_db,True
tt0401997,Breach,"Biography,Crime,Drama",2007,33231264,project_2_override,derived_from_db,True
tt0402022,Æon Flux,"Action,Adventure,Sci-Fi",2005,25874337,project_2_override,derived_from_db,True
tt0402901,The Cave,"Adventure,Horror,Sci-Fi",2005,15007991,project_2_override,derived_from_db,True
tt0403217,Last Days,"Drama,Music",2005,463080,project_2_override,derived_from_db,True
tt0403508,The Sisterhood of the Traveling Pants,"Comedy,Drama,Romance",2005,39053061,project_2_override,derived_from_db,True
tt0404203,Little Children,"Drama,Romance",2006,5463019,project_2_override,derived_from_db,True
tt0404390,Running Scared,"Action,Crime,Drama",2006,6855137,project_2_override,derived_from_db,True
tt0405159,Million Dollar Baby,"Drama,Sport",2004,100492203,project_2_override,derived_from_db,True
tt0405296,A Scanner Darkly,"Animation,Comedy,Crime",2006,5501616,project_2_override,derived_from_db,True
tt0405325,Sky High,"Action,Comedy,Family",2005,63946815,project_2_override,derived_from_db,True
tt0405422,The 40-Year-Old Virgin,"Comedy,Romance",2005,109449237,project_2_override,derived_from_db,True
tt0405469,The Wild,"Adventure,Animation,Comedy",2006,37384046,project_2_override,derived_from_db,True
tt0405508,Rang De Basanti,"Comedy,Crime,Drama",2006,2197694,project_2_override,derived_from_db,True
tt0405866,The Bridesmaid,"Drama,Romance,Thriller",2004,111728,project_2_override,derived_from_db,True
tt0406375,Zathura: A Space Adventure,"Action,Adventure,Comedy",2005,29258869,project_2_override,derived_from_db,True
tt0406650,The Chumscrubber,"Comedy,Drama",2005,52597,project_2_override,derived_from_db,True
tt0406759,The Eye,"Horror,Mystery",2008,31418697,project_2_override,derived_from_db,True
tt0406816,The Guardian,"Adventure,Drama",2006,55011732,project_2_override,derived_from_db,True
tt0407121,Pooh's Heffalump Movie,"Adventure,Animation,Comedy",2005,18098433,project_2_override,derived_from_db,True
tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,"Drama,Horror,Musical",2007,52898073,project_2_override,derived_from_db,True
tt0408345,Firewall,"Crime,Thriller",2006,48751189,project_2_override,derived_from_db,True
tt0408524,Bad News Bears,"Comedy,Sport",2005,32868349,project_2_override,derived_from_db,True
tt0408790,Flightplan,"Drama,Mystery,Thriller",2005,89707299,project_2_override,derived_from_db,True
tt0408839,The Heartbreak Kid,"Comedy,Romance",2007,36787257,project_2_override,derived_from_db,True
tt0408985,Last Holiday,"Comedy,Drama,Romance",2006,38399961,project_2_override,derived_from_db,True
tt0409182,Poseidon,"Action,Adventure,Thriller",2006,60674817,project_2_override,derived_from_db,True
tt0409184,Russian Dolls,"Comedy,Drama,Romance",2005,326095,project_2_override,derived_from_db,True
tt0409459,Watchmen,"Action,Drama,Mystery",2009,107509799,project_2_override,derived_from_db,True
tt0409847,Cowboys & Aliens,"Action,Drama,Sci-Fi",2011,100240551,project_2_override,derived_from_db,True
tt0410097,Hustle & Flow,"Crime,Drama,Music",2005,22202809,project_2_override,derived_from_db,True
tt0410297,The Lake House,"Drama,Fantasy,Romance",2006,52330111,project_2_override,derived_from_db,True
tt0410377,Nim's Island,"Adventure,Family,Fantasy",2008,48006762,project_2_override,derived_from_db,True
tt0410764,Tideland,"Drama,Fantasy,Horror",2005,66453,project_2_override,derived_from_db,True
tt0411195,Breakfast on Pluto,"Comedy,Drama",2005,828699,project_2_override,derived_from_db,True
tt0411477,Hellboy II: The Golden Army,"Action,Adventure,Fantasy",2008,75986503,project_2_override,derived_from_db,True
tt0412019,Broken Flowers,"Comedy,Drama,Mystery",2005,13744960,project_2_override,derived_from_db,True
tt0413099,Evan Almighty,"Comedy,Family,Fantasy",2007,100462298,project_2_override,derived_from_db,True
tt0413267,Shrek the Third,"Adventure,Animation,Comedy",2007,322719944,project_2_override,derived_from_db,True
tt0413300,Spider-Man 3,"Action,Adventure,Sci-Fi",2007,336530303,project_2_override,derived_from_db,True
tt0414387,Pride & Prejudice,"Drama,Romance",2005,38405088,project_2_override,derived_from_db,True
tt0414853,Barnyard,"Adventure,Animation,Comedy",2006,72637803,project_2_override,derived_from_db,True
tt0414982,Final Destination 3,"Horror,Thriller",2006,54098051,project_2_override,derived_from_db,True
tt0414993,The Fountain,"Drama,Mystery,Romance",2006,10144010,project_2_override,derived_from_db,True
tt0415978,Me and You and Everyone We Know,"Comedy,Drama",2005,3885134,project_2_override,derived_from_db,True
tt0416212,The Secret Life of Bees,Drama,2008,37770162,project_2_override,derived_from_db,True
tt0416236,The Spiderwick Chronicles,"Action,Adventure,Drama",2008,71195053,project_2_override,derived_from_db,True
tt0416320,Match Point,"Drama,Romance,Thriller",2005,23151529,project_2_override,derived_from_db,True
tt0416508,Becoming Jane,"Biography,Drama,Romance",2007,18670946,project_2_override,derived_from_db,True
tt0417001,Must Love Dogs,"Comedy,Romance",2005,43894863,project_2_override,derived_from_db,True
tt0417148,Snakes on a Plane,"Action,Adventure,Crime",2006,34020814,project_2_override,derived_from_db,True
tt0417217,Two for the Money,"Crime,Drama,Sport",2005,22991379,project_2_override,derived_from_db,True
tt0418279,Transformers,"Action,Adventure,Sci-Fi",2007,319246193,project_2_override,derived_from_db,True
tt0418647,Dreamer,"Drama,Family,Sport",2005,32751093,project_2_override,derived_from_db,True
tt0418689,Flags of Our Fathers,"Action,Adventure,Drama",2006,33602376,project_2_override,derived_from_db,True
tt0418763,Jarhead,"Biography,Drama,War",2005,62658220,project_2_override,derived_from_db,True
tt0418773,Junebug,"Comedy,Drama",2005,2678691,project_2_override,derived_from_db,True
tt0418819,Land of the Dead,"Horror,Sci-Fi,Thriller",2005,20700082,project_2_override,derived_from_db,True
tt0419294,The Three Burials of Melquiades Estrada,"Adventure,Crime,Drama",2005,5027684,project_2_override,derived_from_db,True
tt0419706,Doom,"Action,Horror,Sci-Fi",2005,28212337,project_2_override,derived_from_db,True
tt0420223,Stranger Than Fiction,"Comedy,Drama,Fantasy",2006,40660952,project_2_override,derived_from_db,True
tt0420238,The Tale of Despereaux,"Adventure,Animation,Comedy",2008,50877145,project_2_override,derived_from_db,True
tt0420260,Tony Takitani,Drama,2004,129783,project_2_override,derived_from_db,True
tt0420293,The Stanford Prison Experiment,"Biography,Drama,History",2015,660561,project_2_override,derived_from_db,True
tt0420294,The Texas Chainsaw Massacre: The Beginning,Horror,2006,39517763,project_2_override,derived_from_db,True
tt0420609,Infamous,"Biography,Crime,Drama",2006,1151330,project_2_override,derived_from_db,True
tt0421073,Street Kings,"Action,Crime,Thriller",2008,26418667,project_2_override,derived_from_db,True
tt0421239,Red Eye,Thriller,2005,57891803,project_2_override,derived_from_db,True
tt0421715,The Curious Case of Benjamin Button,"Drama,Fantasy,Romance",2008,127509326,project_2_override,derived_from_db,True
tt0421729,Big Momma's House 2,"Comedy,Crime",2006,70165972,project_2_override,derived_from_db,True
tt0422720,Marie Antoinette,"Biography,Drama,History",2006,15962471,project_2_override,derived_from_db,True
tt0423294,Surf's Up,"Adventure,Animation,Comedy",2007,58867694,project_2_override,derived_from_db,True
tt0423310,The Syrian Bride,"Comedy,Drama",2004,380505,project_2_override,derived_from_db,True
tt0423866,3-Iron,"Crime,Drama,Romance",2004,241914,project_2_override,derived_from_db,True
tt0424095,Flushed Away,"Action,Adventure,Animation",2006,64665672,project_2_override,derived_from_db,True
tt0424136,Hard Candy,"Drama,Thriller",2005,1024640,project_2_override,derived_from_db,True
tt0424205,Joyeux Noel,"Drama,History,Music",2005,1054361,project_2_override,derived_from_db,True
tt0424227,Turtles Can Fly,"Drama,War",2004,258578,project_2_override,derived_from_db,True
tt0424273,Electric Shadows,Drama,2004,7129,project_2_override,derived_from_db,True
tt0424774,The Adventures of Sharkboy and Lavagirl 3-D,"Action,Adventure,Comedy",2005,39177684,project_2_override,derived_from_db,True
tt0424880,Candy,"Drama,Romance",2006,45128,project_2_override,derived_from_db,True
tt0425061,Get Smart,"Action,Adventure,Comedy",2008,130319208,project_2_override,derived_from_db,True
tt0425123,Just Like Heaven,"Comedy,Drama,Fantasy",2005,48318130,project_2_override,derived_from_db,True
tt0425210,Lucky Number Slevin,"Crime,Drama,Thriller",2006,22495466,project_2_override,derived_from_db,True
tt0425598,Dave Chappelle's Block Party,"Comedy,Documentary,Music",2005,11718595,project_2_override,derived_from_db,True
tt0426592,Superhero Movie,"Action,Comedy,Sci-Fi",2008,25881068,project_2_override,derived_from_db,True
tt0426883,Alpha Dog,"Biography,Crime,Drama",2006,15309602,project_2_override,derived_from_db,True
tt0426931,August Rush,"Drama,Music",2007,31664162,project_2_override,derived_from_db,True
tt0427152,Dinner for Schmucks,Comedy,2010,73026337,project_2_override,derived_from_db,True
tt0427229,Failure to Launch,"Comedy,Romance",2006,88715192,project_2_override,derived_from_db,True
tt0427470,The Lookout,"Crime,Drama,Thriller",2007,4600585,project_2_override,derived_from_db,True
tt0427969,Hollywoodland,"Biography,Crime,Drama",2006,14426251,project_2_override,derived_from_db,True
tt0428856,The Moustache,"Drama,Mystery",2005,244771,project_2_override,derived_from_db,True
tt0429493,The A-Team,"Action,Adventure,Crime",2010,77222099,project_2_override,derived_from_db,True
tt0429591,Aquamarine,"Comedy,Family,Fantasy",2006,18597342,project_2_override,derived_from_db,True
tt0430105,Four Brothers,"Action,Crime,Drama",2005,74494381,project_2_override,derived_from_db,True
tt0430308,Get Rich or Die Tryin',"Biography,Crime,Drama",2005,30985352,project_2_override,derived_from_db,True
tt0430357,Miami Vice,"Action,Crime,Drama",2006,63450470,project_2_override,derived_from_db,True
tt0430634,Stick It,"Comedy,Drama,Sport",2006,26910736,project_2_override,derived_from_db,True
tt0430779,Everyone's Hero,"Adventure,Animation,Comedy",2006,14523101,project_2_override,derived_from_db,True
tt0430922,Role Models,Comedy,2008,67294270,project_2_override,derived_from_db,True
tt0431021,The Possession,"Horror,Mystery,Thriller",2012,49130154,project_2_override,derived_from_db,True
tt0431197,The Kingdom,"Action,Drama,Thriller",2007,47536778,project_2_override,derived_from_db,True
tt0431213,Lassie,"Adventure,Comedy,Drama",2005,652163,project_2_override,derived_from_db,True
tt0432021,Resident Evil: Extinction,"Action,Horror,Sci-Fi",2007,50648679,project_2_override,derived_from_db,True
tt0432291,The Fog,"Horror,Mystery",2005,29550869,project_2_override,derived_from_db,True
tt0432348,Saw II,"Horror,Mystery",2005,87039965,project_2_override,derived_from_db,True
tt0432402,Factory Girl,"Biography,Drama",2006,1675241,project_2_override,derived_from_db,True
tt0433035,Real Steel,"Action,Drama,Sci-Fi",2011,85468508,project_2_override,derived_from_db,True
tt0433383,"Good Night, and Good Luck.","Biography,Drama,History",2005,31558003,project_2_override,derived_from_db,True
tt0433416,The Namesake,Drama,2006,13569248,project_2_override,derived_from_db,True
tt0434124,Kinky Boots,"Comedy,Drama,Music",2005,1822428,project_2_override,derived_from_db,True
tt0434139,The Last Kiss,"Comedy,Drama,Romance",2006,11614790,project_2_override,derived_from_db,True
tt0434215,Flicka,"Adventure,Drama,Family",2006,21000147,project_2_override,derived_from_db,True
tt0435651,The Giver,"Drama,Romance,Sci-Fi",2014,45090374,project_2_override,derived_from_db,True
tt0435705,Next,"Action,Sci-Fi,Thriller",2007,18211013,project_2_override,derived_from_db,True
tt0436078,The Aristocrats,"Comedy,Documentary",2005,6377461,project_2_override,derived_from_db,True
tt0436095,Ballets Russes,"Documentary,History,Music",2005,815848,project_2_override,derived_from_db,True
tt0436231,The Devil and Daniel Johnston,"Biography,Documentary,Music",2005,334450,project_2_override,derived_from_db,True
tt0436331,Friends with Money,"Comedy,Drama,Romance",2006,13368437,project_2_override,derived_from_db,True
tt0436629,New York Doll,"Documentary,Music",2005,219672,project_2_override,derived_from_db,True
tt0436854,Tulpan,"Comedy,Drama",2008,158741,project_2_override,derived_from_db,True
tt0437086,Alita: Battle Angel,"Action,Adventure,Sci-Fi",2019,85838210,project_2_override,derived_from_db,True
tt0437232,Catch a Fire,"Biography,Drama,History",2006,4299773,project_2_override,derived_from_db,True
tt0437800,Akeelah and the Bee,"Drama,Family",2006,18848430,project_2_override,derived_from_db,True
tt0437863,The Benchwarmers,"Comedy,Sport",2006,59843754,project_2_override,derived_from_db,True
tt0438488,Terminator Salvation,"Action,Adventure,Sci-Fi",2009,125322469,project_2_override,derived_from_db,True
tt0439815,Slither,"Comedy,Horror,Sci-Fi",2006,7802450,project_2_override,derived_from_db,True
tt0440963,The Bourne Ultimatum,"Action,Mystery,Thriller",2007,227471070,project_2_override,derived_from_db,True
tt0442933,Beowulf,"Action,Adventure,Animation",2007,82280579,project_2_override,derived_from_db,True
tt0443272,Lincoln,"Biography,Drama,History",2012,182207973,project_2_override,derived_from_db,True
tt0443274,Vantage Point,"Action,Drama,Thriller",2008,72266306,project_2_override,derived_from_db,True
tt0443295,"Yours, Mine & Ours","Comedy,Family,Romance",2005,53412862,project_2_override,derived_from_db,True
tt0443453,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,2006,128505958,project_2_override,derived_from_db,True
tt0443465,Before We Go,"Comedy,Drama,Romance",2014,37151,project_2_override,derived_from_db,True
tt0443543,The Illusionist,"Drama,Fantasy,Mystery",2006,39868642,project_2_override,derived_from_db,True
tt0443559,Killshot,"Action,Crime,Drama",2008,18643,project_2_override,derived_from_db,True
tt0443632,The Sentinel,"Action,Crime,Thriller",2006,36280697,project_2_override,derived_from_db,True
tt0443649,"10,000 BC","Action,Adventure,Drama",2008,94784201,project_2_override,derived_from_db,True
tt0444628,Fay Grim,"Action,Comedy,Thriller",2006,126714,project_2_override,derived_from_db,True
tt0445620,Paradise Now,"Crime,Drama,Thriller",2005,1457843,project_2_override,derived_from_db,True
tt0445934,Blades of Glory,"Comedy,Sport",2007,118594548,project_2_override,derived_from_db,True
tt0445953,Disgrace,Drama,2008,69705,project_2_override,derived_from_db,True
tt0445990,Invincible,"Biography,Drama,Sport",2006,57806952,project_2_override,derived_from_db,True
tt0446755,The Painted Veil,"Drama,Romance",2006,8060487,project_2_override,derived_from_db,True
tt0448011,Knowing,"Mystery,Sci-Fi,Thriller",2009,79957634,project_2_override,derived_from_db,True
tt0448157,Hancock,"Action,Comedy,Drama",2008,227946274,project_2_override,derived_from_db,True
tt0448694,Puss in Boots,"Action,Adventure,Animation",2011,149260504,project_2_override,derived_from_db,True
tt0449010,Eragon,"Action,Adventure,Family",2006,75030163,project_2_override,derived_from_db,True
tt0449088,Pirates of the Caribbean: At World's End,"Action,Adventure,Fantasy",2007,309420425,project_2_override,derived_from_db,True
tt0449089,RV,"Adventure,Comedy,Family",2006,71726025,project_2_override,derived_from_db,True
tt0450232,16 Blocks,"Action,Drama,Thriller",2006,36895141,project_2_override,derived_from_db,True
tt0450259,Blood Diamond,"Adventure,Drama,Thriller",2006,57377916,project_2_override,derived_from_db,True
tt0450278,Hostel,Horror,2005,47326473,project_2_override,derived_from_db,True
tt0450385,1408,"Fantasy,Horror,Mystery",2007,71985628,project_2_override,derived_from_db,True
tt0450405,Cirque du Freak: The Vampire's Assistant,"Action,Adventure,Fantasy",2009,13869515,project_2_override,derived_from_db,True
tt0451079,Horton Hears a Who!,"Adventure,Animation,Comedy",2008,154529439,project_2_override,derived_from_db,True
tt0452594,The Break-Up,"Comedy,Drama,Romance",2006,118703275,project_2_override,derived_from_db,True
tt0452598,Cheaper by the Dozen 2,"Adventure,Comedy,Family",2005,82571173,project_2_override,derived_from_db,True
tt0452623,Gone Baby Gone,"Crime,Drama,Mystery",2007,20300218,project_2_override,derived_from_db,True
tt0452625,Good Luck Chuck,"Comedy,Romance",2007,35017297,project_2_override,derived_from_db,True
tt0452681,The Santa Clause 3: The Escape Clause,"Adventure,Comedy,Family",2006,84500122,project_2_override,derived_from_db,True
tt0452694,The Time Traveler's Wife,"Drama,Fantasy,Romance",2009,63414846,project_2_override,derived_from_db,True
tt0453451,Mr. Bean's Holiday,"Comedy,Family",2007,33302167,project_2_override,derived_from_db,True
tt0453467,Deja Vu,"Action,Crime,Sci-Fi",2006,64038616,project_2_override,derived_from_db,True
tt0453556,TMNT,"Action,Adventure,Animation",2007,54149098,project_2_override,derived_from_db,True
tt0454848,Inside Man,"Crime,Drama,Mystery",2006,88513495,project_2_override,derived_from_db,True
tt0454876,Life of Pi,"Adventure,Drama,Fantasy",2012,124987023,project_2_override,derived_from_db,True
tt0454921,The Pursuit of Happyness,"Biography,Drama",2006,163566459,project_2_override,derived_from_db,True
tt0454945,She's the Man,"Comedy,Romance,Sport",2006,33741133,project_2_override,derived_from_db,True
tt0455407,The Crazies,Horror,2010,39123589,project_2_override,derived_from_db,True
tt0455499,Garfield: A Tail of Two Kitties,"Adventure,Comedy,Family",2006,28426747,project_2_override,derived_from_db,True
tt0455538,How to Lose Friends & Alienate People,"Biography,Comedy,Drama",2008,2778752,project_2_override,derived_from_db,True
tt0455590,The Last King of Scotland,"Biography,Drama,History",2006,17606684,project_2_override,derived_from_db,True
tt0455760,Dead Silence,"Horror,Mystery,Thriller",2007,16809076,project_2_override,derived_from_db,True
tt0455857,When a Stranger Calls,"Horror,Thriller",2006,47860214,project_2_override,derived_from_db,True
tt0455944,The Equalizer,"Action,Crime,Thriller",2014,101530738,project_2_override,derived_from_db,True
tt0455967,John Tucker Must Die,"Comedy,Romance",2006,41011711,project_2_override,derived_from_db,True
tt0456149,The Death of Mr. Lazarescu,"Comedy,Drama",2005,80301,project_2_override,derived_from_db,True
tt0457400,Land of the Lost,"Action,Adventure,Comedy",2009,49438370,project_2_override,derived_from_db,True
tt0457419,Mr. Magorium's Wonder Emporium,"Comedy,Family,Fantasy",2007,32061555,project_2_override,derived_from_db,True
tt0457495,Stormbreaker,"Action,Adventure,Family",2006,677646,project_2_override,derived_from_db,True
tt0457510,Nacho Libre,"Comedy,Family,Sport",2006,80197993,project_2_override,derived_from_db,True
tt0457513,Scoop,"Comedy,Crime,Fantasy",2006,10525717,project_2_override,derived_from_db,True
tt0457655,After the Wedding,Drama,2006,1534584,project_2_override,derived_from_db,True
tt0458339,Captain America: The First Avenger,"Action,Adventure,Sci-Fi",2011,176654505,project_2_override,derived_from_db,True
tt0458413,A Long Way Down,"Comedy,Drama",2014,13347,project_2_override,derived_from_db,True
tt0458481,Sin City: A Dame to Kill For,"Action,Animation,Crime",2014,13757804,project_2_override,derived_from_db,True
tt0458525,X-Men Origins: Wolverine,"Action,Sci-Fi",2009,179883157,project_2_override,derived_from_db,True
tt0459666,Three Times,"Drama,Romance",2005,151922,project_2_override,derived_from_db,True
tt0460740,Cashback,"Comedy,Drama,Romance",2006,25343,project_2_override,derived_from_db,True
tt0460791,The Fall,"Adventure,Drama,Fantasy",2006,2266905,project_2_override,derived_from_db,True
tt0460890,The Only Living Boy in New York,Drama,2017,624332,project_2_override,derived_from_db,True
tt0462200,Black Snake Moan,"Drama,Music",2006,9396870,project_2_override,derived_from_db,True
tt0462499,Rambo,"Action,Thriller",2008,42754105,project_2_override,derived_from_db,True
tt0462504,Rescue Dawn,"Adventure,Biography,War",2006,5490423,project_2_override,derived_from_db,True
tt0463034,"You, Me and Dupree","Comedy,Romance",2006,75628110,project_2_override,derived_from_db,True
tt0463854,28 Weeks Later,"Horror,Sci-Fi",2007,28638916,project_2_override,derived_from_db,True
tt0463998,Freedom Writers,"Biography,Crime,Drama",2007,36605602,project_2_override,derived_from_db,True
tt0464141,The Orphanage,"Drama,Horror,Mystery",2007,7161284,project_2_override,derived_from_db,True
tt0464154,Piranha 3D,"Comedy,Horror",2010,25003155,project_2_override,derived_from_db,True
tt0464913,"OSS 117: Cairo, Nest of Spies","Action,Adventure,Comedy",2006,303543,project_2_override,derived_from_db,True
tt0465234,National Treasure: Book of Secrets,"Action,Adventure,Mystery",2007,219964115,project_2_override,derived_from_db,True
tt0465494,Hitman,"Action,Crime,Thriller",2007,39687694,project_2_override,derived_from_db,True
tt0465502,Igor,"Animation,Comedy,Family",2008,19528602,project_2_override,derived_from_db,True
tt0465538,Michael Clayton,"Crime,Drama,Mystery",2007,49033882,project_2_override,derived_from_db,True
tt0465551,Notes on a Scandal,"Crime,Drama,Romance",2006,17510118,project_2_override,derived_from_db,True
tt0465580,Push,"Action,Sci-Fi,Thriller",2009,31811527,project_2_override,derived_from_db,True
tt0465624,My Super Ex-Girlfriend,"Comedy,Romance,Sci-Fi",2006,22530295,project_2_override,derived_from_db,True
tt0466342,Date Movie,"Comedy,Romance",2006,48548426,project_2_override,derived_from_db,True
tt0467110,Underdog,"Action,Adventure,Comedy",2007,43760605,project_2_override,derived_from_db,True
tt0467197,Max Payne,"Action,Crime,Drama",2008,40689393,project_2_override,derived_from_db,True
tt0468489,Half Nelson,Drama,2006,2697938,project_2_override,derived_from_db,True
tt0468565,Tsotsi,"Crime,Drama",2005,2912606,project_2_override,derived_from_db,True
tt0469021,Alan Partridge,"Action,Comedy,Crime",2013,153426,project_2_override,derived_from_db,True
tt0469623,Things We Lost in the Fire,Drama,2007,3287315,project_2_override,derived_from_db,True
tt0469641,World Trade Center,"Drama,History,Thriller",2006,70278893,project_2_override,derived_from_db,True
tt0470765,For Your Consideration,Comedy,2006,5549923,project_2_override,derived_from_db,True
tt0471030,Red Road,"Drama,Mystery,Thriller",2006,154892,project_2_override,derived_from_db,True
tt0471042,Tower Heist,"Action,Comedy,Crime",2011,78046570,project_2_override,derived_from_db,True
tt0472033,9,"Action,Adventure,Animation",2009,31749894,project_2_override,derived_from_db,True
tt0472043,Apocalypto,"Action,Adventure,Drama",2006,50866635,project_2_override,derived_from_db,True
