imdb_id,title,release_year,country,box_office,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29,runtime,genres,imdb_rating,imdb_votes,original_language,production_budget,numbers_flag,api_movie_name,api_genre,api_year,api_box_office,api_box_office_source,api_value_origin,api_amount_match_project2,production_budget_source,budget_available,revenue_available,money_success_ratio,money_success_score
tt0067454,Multiple Maniacs,1970,Domestic,33036,-0.68587648,-0.11729707,1.160790753960361,0.4893228425492784,2.303175840616192,4.350734558,-0.205511911,-1.997778179,-0.357035431,-1.250412589,-0.174760282,1.7262617584783504,-0.55287462,0.7104125340341154,0.5634836847883672,-0.232819245,-0.209062797,6.509678303332636,0.016754355,1.0634118988517467,-1.736493237,2.772891100320008,0.289550087,-2.072916104,0.261330485,1.2563352823382297,-0.592610937,1.811911582,1.3827850651247813,-0.008677249,91,"Comedy,Crime,Horror",6.5,5112,en,5000.0,0,Multiple Maniacs,"Comedy,Crime,Horror",1970,33036,project_2_override,derived_from_db,True,project_2_data,True,True,6.6072,28036.0
tt0079672,Opening Night,1977,Domestic,23488,-0.605448139,-0.753804772,2.781049485,-0.515608121,1.3042549778867434,0.4955529385541614,-0.946778808,-0.047673523,-0.473742398,-0.960575687,1.110615643363808,-0.804966413,-0.129784568,-0.553156132,-0.46656388,-0.763225156,-0.603262206,-0.426859075,0.8169007196562966,0.2775885292965651,0.680192937,0.1133952071937504,-0.554773417,-0.797696848,-0.386726755,-0.645168268,-0.339726442,0.2060048729664063,-0.823651539,-0.191411124,144,Drama,7.8,13910,en,,0,Opening Night,Drama,1977,23488,project_2_override,derived_from_db,True,missing_from_source,False,True,,
tt0082979,Reds,1981,Domestic,40382659,2.5725971387486704,0.2586122078804954,0.53139015,-0.512682978,0.1863614605387679,1.4727325402977434,1.1261160202560752,0.9441932318878652,6.184417925,0.1790064549110731,0.0124902,4.143810076024474,1.1971161630941531,-1.195210205,-1.011516966,0.3876135356150106,-1.017803346,-0.20910151,2.319321792741218,0.6227245146199317,1.6994043756538568,-1.2400919,-1.44012007,1.6789210167165156,-0.236444293,-0.057033046,1.8933165097880071,-0.555943764,-2.748821721,2.478084866234729,195,"Biography,Drama,History",7.3,26639,en,35000000.0,0,Reds,"Biography,Drama,History",1981,40382659,project_2_override,derived_from_db,True,project_2_data,True,True,1.153790257142857,5382659.0
tt0084707,Sophie's Choice,1982,Domestic,30036000,0.3945876499800385,-0.364877105,4.737598170208347,0.6929182700631359,0.1045109267486872,0.3066129722569483,0.7047620785986501,-0.784491834,0.6342883531837202,2.477607312120081,0.1614653624029345,-0.24412157,-0.002324338,0.2519637341161545,-0.007572682,1.3133860715370314,0.5160914855892614,1.051479981696773,0.1707770154000601,-0.454074824,-0.55019506,1.0978932210955414,1.7838557495671503,0.5570949669796414,1.617222865736627,0.1164542141433317,-0.236682779,0.3564464779788326,0.7462932637756757,-0.264428108,150,"Drama,Romance",7.5,56587,en,12000000.0,0,Sophie's Choice,"Drama,Romance",1982,30036000,project_2_override,derived_from_db,True,project_2_data,True,True,2.503,18036000.0
tt0086034,Octopussy,1983,Domestic,67893619,1.7874970743126442,0.064197385,-1.62036383,-1.168998157,-0.277505042,-0.195958531,0.6490878438938515,-0.208355383,0.7014643999202882,1.6714598336127522,0.2989256631049097,2.952799881957379,0.3826889494349969,-0.933345223,-0.913005522,-0.326337663,-1.078735745,1.197302738911734,0.885876388,0.3653421143697019,0.3947241213962642,-1.28268821,-1.435747915,1.3278762374504929,-0.842232787,-1.151809663,0.5933653629933539,-1.548581297,-0.501156996,0.8994724131886004,131,"Action,Adventure,Thriller",6.5,120087,en,27500000.0,0,Octopussy,"Action,Adventure,Thriller",1983,67893619,project_2_override,derived_from_db,True,project_2_data,True,True,2.4688588727272727,40393619.0
tt0092644,Beverly Hills Cop II,1987,Domestic,153665036,0.5786120819340338,0.7370235868698294,-1.480219351,-0.254028796,-0.296917652,1.2826132062226183,0.035397405,1.2526080218832938,-0.380556065,-0.818127901,0.5874774146463577,1.877003978853999,-0.789658093,-0.259905514,0.9663727738749333,-0.729144804,-1.242977062,-0.286333557,-0.180038377,0.9647328791601764,-1.123089416,-0.368165021,-1.204605054,-0.282745689,0.3859570110665289,-2.210672288,0.396599805,0.2228278564551882,-2.164540326,-0.493979246,103,"Action,Comedy,Crime",6.6,147418,en,28000000.0,0,Beverly Hills Cop II,"Action,Comedy,Crime",1987,153665036,project_2_override,derived_from_db,True,project_2_data,True,True,5.488037,125665036.0
tt0097940,Mystery Train,1989,Domestic,1541218,2.5725971387486704,0.2586122078804954,0.53139015,-0.512682978,0.1863614605387679,1.4727325402977434,1.1261160202560752,0.9441932318878652,6.184417925,0.1790064549110731,0.0124902,4.143810076024474,1.1971161630941531,-1.195210205,-1.011516966,0.3876135356150106,-1.017803346,-0.20910151,2.319321792741218,0.6227245146199317,1.6994043756538568,-1.2400919,-1.44012007,1.6789210167165156,-0.236444293,-0.057033046,1.8933165097880071,-0.555943764,-2.748821721,2.478084866234729,110,"Comedy,Crime,Drama",7.5,32864,en,2800000.0,0,Mystery Train,"Comedy,Crime,Drama",1989,1541218,project_2_override,derived_from_db,True,project_2_data,True,True,0.550435,-1258782.0
tt0098724,"Sex, Lies, and Videotape",1989,Domestic,24741667,0.4010021623319214,-0.612559039,1.520844519767933,-0.425341093,0.2284976792359002,0.2655397357277509,1.6921935980323708,-1.380046217,-0.312585228,-0.503724832,-0.59293917,-0.507185543,-0.167699296,0.017096827,-1.009345886,0.057272154,-0.602275969,-0.312813012,-0.439483807,0.6520909231168884,2.6909758335877503,-1.195981594,-0.843238328,0.092551351,0.5232750542968766,0.9789251554045412,-0.248073339,1.0764714954307926,-1.588916223,0.6795002875745008,100,Drama,7.2,64056,en,1200000.0,0,"Sex, Lies, and Videotape",Drama,1989,24741667,project_2_override,derived_from_db,True,project_2_data,True,True,20.618055833333333,23541667.0
tt0100403,Predator 2,1990,Domestic,30669413,-0.342681435,-0.795260953,-0.829835807,-1.217998979,0.2083602093721576,0.0105663,-0.237979759,0.6377582450499337,4.524654144160969,-0.725553692,0.2611244613089405,3.3195237244443896,0.028748987,-0.17969185,2.264472799060896,-0.208700445,-0.994438475,0.3707078410806654,0.8520562360860349,0.049625996,-2.2940907,3.1702636746015767,-0.843922951,-0.200571145,2.079091358240482,-2.743162685,0.442153606,0.7912486806531992,-1.240695855,-0.278414844,108,"Action,Horror,Sci-Fi",6.3,200573,en,35000000.0,0,Predator 2,"Action,Horror,Sci-Fi",1990,30669413,project_2_override,derived_from_db,True,project_2_data,True,True,0.8762689428571429,-4330587.0
tt0101761,The Doors,1991,Domestic,34416893,-0.886975418,-0.623900915,2.773474958472774,0.3752990411424911,0.184914482,1.2419380234931738,0.1038944434384215,-1.150257159,-0.29179136,-0.42377596,5.167483846,0.4420127719139209,-0.024444683,0.497388275,-0.660273154,-0.463082002,-0.270688884,0.9845876378738532,1.959787410057277,2.8381370297284048,-1.765602502,-0.04504424,0.078323638,0.017100134,1.1030284459715605,-1.095974486,-0.980224685,2.137473165018423,-1.642879634,1.1185919470109214,140,"Biography,Drama,Music",7.2,106576,en,38000000.0,0,The Doors,"Biography,Drama,Music",1991,34416893,project_2_override,derived_from_db,True,project_2_data,True,True,0.9057077105263158,-3583107.0
tt0103644,Alien³,1992,Domestic,55473545,-1.031942383,-0.611888898,1.5042186981684058,-0.90030254,-0.361816542,0.1320072083191785,-0.875190099,1.731031187235458,6.666844302357587,0.7613483381577721,0.2607357022463283,1.2876096113167048,-0.340876281,-0.336392435,1.2710904710698894,-0.843825696,-0.514959145,-0.341816622,-0.510912434,0.836001762,0.044413077,5.118014725655053,0.2351888491123505,1.503189547474363,0.3017363732084345,-0.439697866,0.1620727342543112,0.7684369051898488,-0.352298515,-1.303053309,114,"Action,Horror,Sci-Fi",6.4,350592,en,50000000.0,0,Alien³,"Action,Horror,Sci-Fi",1992,55473545,project_2_override,derived_from_db,True,project_2_data,True,True,1.1094709,5473545.0
tt0108525,Wayne's World 2,1993,Domestic,48197805,2.5725971387486704,0.2586122078804954,0.53139015,-0.512682978,0.1863614605387679,1.4727325402977434,1.1261160202560752,0.9441932318878652,6.184417925,0.1790064549110731,0.0124902,4.143810076024474,1.1971161630941531,-1.195210205,-1.011516966,0.3876135356150106,-1.017803346,-0.20910151,2.319321792741218,0.6227245146199317,1.6994043756538568,-1.2400919,-1.44012007,1.6789210167165156,-0.236444293,-0.057033046,1.8933165097880071,-0.555943764,-2.748821721,2.478084866234729,95,"Comedy,Music",6.2,91819,en,40000000.0,0,Wayne's World 2,"Comedy,Music",1993,48197805,project_2_override,derived_from_db,True,project_2_data,True,True,1.204945125,8197805.0
tt0109254,Beverly Hills Cop III,1994,Domestic,42614912,0.1169113684935667,0.150187757,-1.018351252,-0.03138002,-0.650941885,0.815349148,-0.404960412,0.5118098135956732,-0.553050091,-1.255259345,-0.375408925,1.3082735792435949,-0.415771004,-0.368403465,0.3161331039577751,-0.804212772,-0.930345487,-0.0874218,-0.174763423,-0.407706579,-0.838736267,-0.565523717,-0.114718359,-0.542145589,0.9058299828156384,-1.233013048,-0.524420784,-0.079143087,-1.440196664,-0.983370543,104,"Action,Comedy,Crime",5.5,99955,en,50000000.0,0,Beverly Hills Cop III,"Action,Comedy,Crime",1994,42614912,project_2_override,derived_from_db,True,project_2_data,True,True,0.85229824,-7385088.0
tt0109813,The Flintstones,1994,Domestic,130531208,-0.527584843,2.356894792155096,-1.066592986,-1.165005609,-0.435839004,2.374394485992845,1.141759704,0.24071334,0.5938467566857122,-0.051403708,0.1297472010783834,-0.066161709,1.2536947269423435,-0.696354623,0.2977655110772532,1.759517158868395,-0.280100978,-0.301285856,1.355014023483376,1.8389233443214297,-0.17853838,0.3394522920535457,0.4083759776003886,0.7672140215043185,0.01520831,-0.075896848,0.7603144097826648,-0.58808461,-0.439558897,1.827356445205492,91,"Comedy,Family,Fantasy",5.1,91555,en,46000000.0,0,The Flintstones,"Comedy,Family,Fantasy",1994,130531208,project_2_override,derived_from_db,True,project_2_data,True,True,2.837634956521739,84531208.0
